_index,ASNM,BTYP,CFNM,CJNO,CLNM,CNID,COMB,GENR,GNHD,HINC,LOUT,SKNT,USKT,WLBS,_compressed_header
23263,ZavalaChandler_23263,3,Chandler,62,Zavala,23263,0,gen_6_H_N_001,194,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,322,8e8da903
23264,SorsdalColby_23264,3,Colby,75,Sorsdal,23264,0,gen_2_M_N_04,67,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,304,8e8da903
23265,BarnesZaire_23265,2,Zaire,53,Barnes,23265,0,gen_4_B_M_01,102,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,232,8e8da903
23266,HayesJosh_23266,0,Josh,32,Hayes,23266,0,gen_7_M_BD_01,272,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,180,8e8da903
23267,ReedIIJerrick_23267,0,Jerrick,32,Reed II,23267,0,gen_7_B_N_08,233,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,36,8e8da903
23268,MatlockScott_23268,2,Scott,44,Matlock,23268,0,gen_2_H_BD_03,56,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,296,8e8da903
23269,HallettIIErick_23269,0,Erick,40,Hallett II,23269,0,gen_7_B_G_004,209,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,190,8e8da903
23270,HawkinsIIITre_23270,0,Tre,37,Hawkins III,23270,0,gen_7_B_G_005,210,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,195,8e8da903
23271,LeoTitus_23271,2,Titus,97,Leo,23271,0,gen_7_BHM_MG_007,238,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,85,8e8da903
23272,SpeedAmeer_23272,0,Ameer,37,Speed,23272,0,gen_7_T_G_007,287,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,209,8e8da903
23273,BellTravis_23273,2,Travis,90,Bell,23273,0,gen_7_BMH_GS_011,245,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,310,8e8da903
23274,EvansEthan_23274,1,Ethan,42,Evans,23274,0,gen_2_B_N_0017,34,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,235,8e8da903
23275,HodgesCooper_23275,2,Cooper,75,Hodges,23275,0,gen_1_H_BD_01,15,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,311,8e8da903
23276,VohasekRaymond_23276,3,Raymond,59,Vohasek,23276,0,gen_2_H_BD_03,56,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,311,8e8da903
23277,DowellColton_23277,0,Colton,14,Dowell,23277,0,gen_3_B_B_009,77,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,212,8e8da903
23278,NicholsIIILew_23278,2,Lew,38,Nichols,23278,0,gen_7_BTM_MB_023,257,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,220,8e8da903
23279,WittJake_23278,2,Jake,76,Witt,23279,0,gen_2_BMH_S_003,49,79,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,302,8e8da903
23280,RileyJordon_23280,2,Jordon,95,Riley,23280,0,gen_7_BMH_MG_008,249,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,325,8e8da903
23281,BoldenIsaiah_23281,0,Isaiah,29,Bolden,23281,0,gen_7_B_N_013,224,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":1,""field_count"":2,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,45,8e8da903
23282,IveyDJ_23282,0,DJ,38,Ivey,23282,0,gen_7_T_B_006,285,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,189,8e8da903
23283,WilliamsonKendall_23283,0,Kendall,36,Williamson,23283,0,gen_7_BMT_MG_002,254,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,203,8e8da903
23284,JohnsonDesjuan_23284,2,Desjuan,94,Johnson,23284,0,gen_7_BMH_GS_005,244,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,285,8e8da903
23285,BrownTanner_23285,1,Tanner,49,Brown,23285,0,gen_2_B_B_005,24,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,180,8e8da903
23286,StollChris_23286,1,Chris,41,Stoll,23286,0,gen_2_B_N_006,36,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,255,8e8da903
23287,IzienChristian_23287,0,Christian,29,Izien,23287,0,gen_7_BMH_MG_001,247,68,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,197,8e8da903
23288,WarnerKade_23288,0,Kade,85,Warner,23288,0,gen_2_H_B_010,55,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,201,8e8da903
23290,GreeneMike_23290,2,Mike,91,Greene,23290,0,gen_7_H_G_008,266,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,293,8e8da903
23292,FinleyAJ_23292,0,AJ,24,Finley,23292,0,gen_7_B_N_08,233,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,188,8e8da903
23293,DotsonElijah_23293,0,Elijah,42,Dotson,23293,0,gen_6_B_N_0010,162,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,202,8e8da903
23294,HoosmanTyler_23294,2,Tyler,44,Hoosman,23294,0,gen_4_M_BD_02,119,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,214,8e8da903
23295,WilsonPokey_23295,0,Pokey,83,Wilson,23295,0,gen_6_BMH_N_003,183,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,181,8e8da903
23297,UluaveAlama_23297,3,Alama,62,Uluave,23297,0,gen_3_B_S_010,85,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,303,8e8da903
23298,PiliBrandon_23298,3,Brandon,96,Pili,23298,0,gen_4_B_MS_02,104,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,316,8e8da903
23299,SmithKeidron_23299,0,Keidron,43,Smith,23299,0,gen_7_B_N_0010,214,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,210,8e8da903
23300,PearsonHenry_23300,2,Henry,44,Pearson,23300,0,gen_2_H_B_005,54,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,249,8e8da903
23301,WhelanDaniel_23301,1,Daniel,19,Whelan,23301,0,gen_2_B_N_0017,34,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,216,8e8da903
23302,MaginnSean_23302,3,Sean,66,Maginn,23302,0,gen_2_H_BD_03,56,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,304,8e8da903
23303,DavisTimarcus_23303,0,Timarcus,27,Davis,23303,0,gen_7_B_N_016,227,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,180,8e8da903
23304,DavisTyon_23304,0,Tyon,20,Davis,23304,0,gen_7_BMT_MG_002,254,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,180,8e8da903
23305,BurmeisterBraxton_23305,0,Braxton,4,Burmeister,23305,0,gen_2_B_N_006,36,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,205,8e8da903
23306,JonesJordan_23306,0,Jordan,38,Jones,23306,0,gen_7_B_G_008,212,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,186,8e8da903
23307,SquareDeAndre_23307,2,DeAndre,58,Square,23307,0,gen_7_B_G_008,212,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,224,8e8da903
23308,TrammellAustin_23308,0,Austin,86,Trammell,23308,0,gen_2_B_N_006,36,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,25,8e8da903
23309,WinnDresser_23309,1,Dresser,4,Winn,23309,0,gen_2_BMH_S_002,48,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,215,8e8da903
23310,WoodbeyJaiden_23310,2,Jaiden,48,Woodbey,23310,0,gen_5_M_M_005,148,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,231,8e8da903
23311,SmithXavier_23311,0,Xavier,19,Smith,23311,0,gen_7_B_N_019,230,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,174,8e8da903
23312,CaesarKaieem_23312,3,Kaieem,60,Caesar,23312,0,gen_7_H_N_006,269,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,318,8e8da903
23313,PihlstromAlex_23313,3,Alex,65,Pihlstrom,23313,0,gen_2_H_GM_004,59,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,305,8e8da903
23314,AhlersHolton_23314,1,Holton,15,Ahlers,23314,0,gen_1_B_S_001,11,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,227,8e8da903
23315,OslingIIIMo_23315,0,Mo,37,Osling III,23315,0,gen_7_BMH_GS_005,244,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,195,8e8da903
23316,WolffTrey_23316,1,Trey,40,Wolff,23316,0,gen_2_BMH_S_004,50,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,205,8e8da903
23318,JonesJrSteven_23318,0,Steven,36,Jones Jr,23318,0,gen_7_B_N_013,224,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,188,8e8da903
23319,JacksonMatthew_23319,0,Matthew,39,Jackson,23319,0,gen_5_T_G_01,153,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,209,8e8da903
23320,RandolphKendall_23320,2,Kendall,65,Randolph,23320,0,gen_7_H_N_006,269,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,300,8e8da903
23321,EzeikeMichael_23321,2,Michael,46,Ezeike,23321,0,gen_7_BMH_MG_020,250,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,241,8e8da903
23322,MoultrieAntonio_23322,2,Antonio,64,Moultrie,23322,0,gen_7_T_G_007,287,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,275,8e8da903
23323,AmosJaquan_23323,0,Jaquan,37,Amos,23323,0,gen_7_B_N_013,224,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,196,8e8da903
23326,HailassieKahlef_23326,0,Kahlef,25,Hailassie,23326,0,gen_4_B_G_003,158,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,195,8e8da903
23328,GardnerDon_23328,0,Don,36,Gardner,23328,0,gen_7_T_G_007,287,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,180,8e8da903
23329,AubreyBrandon_23329,1,Brandon,17,Aubrey,23329,0,gen_1_B_N_03,9,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,200,8e8da903
23330,OlubiSegun_23330,2,Segun,50,Olubi,23330,0,gen_7_T_G_007,287,72,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,65,8e8da903
23331,SutherlandJonathan_23331,0,Jonathan,34,Sutherland,23331,0,gen_5_B_BD_03,128,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,202,8e8da903
23332,SykesJacob_23332,2,Jacob,69,Sykes,23332,0,gen_7_H_G_004,264,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,282,8e8da903
23333,BellLevi_23333,2,Levi,43,Bell,23333,0,gen_2_B_N_0010,27,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,262,8e8da903
23335,WilsonEmanuel_23335,2,Emanuel,31,Wilson,23335,0,gen_5_B_BD_02,127,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,226,8e8da903
23336,WheatleyJrTyrone_23336,2,Tyrone,72,Wheatley Jr.,23336,0,gen_5_T_GM_003,154,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,320,8e8da903
23337,GrupeBlake_23337,1,Blake,19,Grupe,23337,0,gen_1_B_N_01,5,67,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,160,8e8da903
23338,HedleyLou_23338,1,Lou,15,Hedley,23338,0,gen_2_M_N_04,67,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,60,8e8da903
23339,DemercadoEmari_23339,0,Emari,31,Demercado,23339,0,gen_5_B_N_01,132,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,215,8e8da903
23340,ZentnerTy_23340,1,Ty,17,Zentner,23340,0,gen_2_BMH_S_004,50,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,199,8e8da903
23341,ManningIlm_23341,3,Ilm,73,Manning,23341,0,gen_7_BMH_GS_005,244,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,294,8e8da903
23342,HammMalik_23342,2,Malik,59,Hamm,23342,0,gen_7_H_BD_03,261,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,250,8e8da903
23343,CherelusClaudin_23343,2,Claudin,53,Cherelus,23343,0,gen_7_B_B_009,207,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,230,8e8da903
23344,LeeRicky_23344,3,Ricky,61,Lee,23344,0,gen_7_B_N_012,223,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,289,8e8da903
23345,JensenNash_23345,3,Nash,66,Jensen,23345,0,gen_1_H_BD_02,16,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",1,-4685696,328,8e8da903
23347,McLaughlinJaleel_23347,0,Jaleel,38,McLaughlin,23347,0,gen_6_BHM_BM_004,177,67,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,187,8e8da903
23348,AdkinsNate_23348,2,Nate,45,Adkins,23348,0,gen_2_BMH_S_003,49,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,252,8e8da903
23349,SmithKion_23349,2,Kion,71,Smith,23349,0,gen_7_H_G_02,268,77,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,306,8e8da903
23350,BrooksChris_23350,2,Chris,30,Brooks,23350,0,gen_5_T_GM_003,154,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,223,8e8da903
23351,HillJulian_23351,2,Julian,89,Hill,23351,0,gen_4_M_BD_02,119,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,251,8e8da903
23352,ThompsonNaJee_23352,0,NaJee,11,Thompson,23352,0,gen_7_M_BD_01,272,71,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,205,8e8da903
23353,CharlesIrvin_23353,0,Irvin,19,Charles,23353,0,gen_6_BTM_BM_001,184,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,219,8e8da903
23354,CookDylan_23354,2,Dylan,60,Cook,23354,0,gen_5_M_BD_02,147,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,305,8e8da903
23355,PittsDerrek_23355,0,Derrek,38,Pitts Jr,23355,0,gen_6_BHM_BM_004,177,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,193,8e8da903
23356,WattsMarkees_23356,2,Markees,58,Watts,23356,0,gen_6_N_MG_009,200,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,240,8e8da903
23357,KendallAnthony_23357,0,Anthony,40,Kendall,23357,0,gen_4_T_G_01,122,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,177,8e8da903
23358,PalczewskiAlex_23358,3,Alex,63,Palczewski,23358,0,gen_2_M_S_011,71,78,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,314,8e8da903
23359,ONealRaiqwon_23359,2,Raiqwon,79,O'Neal,23359,0,gen_7_H_G_02,268,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,305,8e8da903
23360,RussellBrady_23360,2,Brady,38,Russell,23360,0,gen_2_M_N_04,67,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,247,8e8da903
23361,MaugaKanai_23361,2,Kana'i,43,Mauga,23361,0,gen_3_B_S_010,85,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,245,8e8da903
23362,WilliamsRodney_23362,2,Rodney,87,Williams,23362,0,gen_6_B_N_02,172,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,235,8e8da903
23363,CookAlex_23363,0,Alex,27,Cook,23363,0,gen_3_B_B_009,77,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",3,-4685696,196,8e8da903
23364,MimsJordan_23364,2,Jordan,33,Mims,23364,0,gen_7_B_G_004,209,70,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,206,8e8da903
23365,RourkeNathan_23365,1,Nathan,13,Rourke,23365,0,gen_2_M_S_011,71,73,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,210,8e8da903
23366,RossDAngelo_23366,0,D'Angelo,37,Ross,23366,0,gen_7_B_N_011,222,69,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,190,8e8da903
23367,HavrisikLucas_23367,1,Lucas,39,Havrisik,23367,0,gen_2_B_N_02,39,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,188,8e8da903
23368,DeVitoTommy_23368,0,Tommy,15,DeVito,23368,0,gen_2_M_S_011,71,74,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,210,8e8da903
23369,GlaserChris_23369,2,Chris,63,Glaser,23369,0,gen_4_H_BD_01,114,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",4,-4685696,306,8e8da903
23370,NowaskeTrevor_23370,2,Trevor,53,Nowaske,23370,0,gen_2_M_S_011,71,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",2,-4685696,235,8e8da903
23371,PharmsJrJeremiah_23371,3,Jeremiah,98,Pharms Jr,23371,0,gen_7_M_MG_025,280,75,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",7,-4685696,140,8e8da903
23372,McLendonJrTK_23372,2,TK,96,McLendon Jr,23372,0,gen_5_BTM_N_004,140,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,275,8e8da903
23373,HarrisJalen_23373,2,Jalen,56,Harris,23373,0,gen_6_T_G_005,201,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",6,-4685696,257,8e8da903
23374,FarmerIIAndrew_23374,2,Andrew,92,Farmer II,23374,0,gen_5_B_N_01,132,76,"{""nested_table"":""LOUT"",""type"":4,""num_entries"":2,""field_count"":3,""export_path"":""PLEX_LOUT.json/.csv""}",5,-4685696,250,8e8da903
